22.73004117	114.2408795	C0001	18046.71098
22.72704287	114.2996199	C0002	24052.19481
22.70131065	114.2336007	C0003	17407.60136
22.73235925	114.2866672	C0004	22749.67822
22.71839144	114.2575495	C0005	19729.60049
22.75392493	114.3819253	C0006	32688.94505
22.72404221	114.2721836	C0007	21231.46843
22.71937803	114.2732478	C0008	21338.4349
22.73028254	114.2304955	C0009	16985.18326
22.7187968	114.267027	C0010	20701.03605
22.71611614	114.2474716	C0012	18701.49132
22.72986374	114.2939012	C0013	23477.0869
22.746174	114.285869	C0014	22805.73519
22.7333086	114.2943071	C0015	23537.95686
22.74551648	114.2744633	C0016	21636.12967
22.72282036	114.2654813	C0017	20542.2902
22.72492675	114.2731306	C0018	21330.41686
22.74551648	114.2744633	C0019	21636.12967
22.75335785	114.285655	C0020	22896.11803
22.72554895	114.2724564	C0021	21262.8511
22.73048185	114.2297108	C0022	16906.24773
22.75031119	114.2734629	C0023	21608.5852
22.73832325	114.2906521	C0024	23203.57026
22.72204702	114.2629243	C0025	20279.3219
22.72837483	114.2928568	C0026	23363.62232
22.73756811	114.2823889	C0027	22352.10691
22.73188624	114.3028398	C0028	24403.20773
22.74778137	114.2747219	C0029	21695.68358
22.73658843	114.2961774	C0030	23753.37199
22.74121631	114.2620083	C0031	20311.06209
22.70831192	114.2434107	C0032	18330.7722
22.73658843	114.2961774	C0033	23753.37199
22.73385612	114.2613534	C0035	20169.36712
22.73305308	114.3011875	C0036	24240.82266
22.732721	114.261045	C0037	20129.17887
22.73287891	114.2611436	C0038	20140.42371
22.73581545	114.2735094	C0040	21428.79203
22.73156241	114.2875823	C0041	22838.62318
22.7167929	114.2703179	C0042	21042.21595
22.72610429	114.2414213	C0043	18082.81109
22.70601576	114.2416887	C0044	18176.0778
22.70584501	114.2428698	C0045	18298.45747
22.71886556	114.2658133	C0047	20576.47247
22.73806842	114.2664469	C0048	20728.31682
22.73841361	114.2769492	C0049	21804.40279
22.69864675	114.2417616	C0050	18276.18406
22.719527	114.265143	C0051	20507.04706
22.72230496	114.2514128	C0053	19098.88597
22.71929156	114.2602181	C0054	20002.14524
22.73305324	114.2761711	C0055	21679.66285
22.71670893	114.2452346	C0056	18470.36594
22.72171594	114.2780743	C0057	21832.97259
22.73079366	114.2683862	C0058	20868.12844
22.71392643	114.237995	C0059	17738.81493
22.72085613	114.247361	C0060	18682.65365
22.73008534	114.3031914	C0061	24430.07666
22.72504817	114.2923585	C0062	23302.35303
22.71013195	114.2495414	C0063	18944.01976
22.73597693	114.2767908	C0064	21765.69711
22.73319874	114.2894757	C0065	23042.60413
22.72256534	114.2786661	C0066	21894.25797
22.73007657	114.3032102	C0067	24431.96257
22.72538813	114.2953439	C0068	23609.24777
22.73815392	114.2569106	C0069	19755.62711
22.72951735	114.2401706	C0070	17970.91254
22.72391473	114.2957052	C0071	23643.4351
22.72951735	114.2401706	C0072	17970.91254
22.72370574	114.2917726	C0073	23239.81373
22.74288185	114.2883525	C0074	23016.79729
22.7243195	114.261971	C0075	20184.73548
22.72428899	114.2620111	C0076	20188.78382
22.72426525	114.296727	C0078	23748.79919
22.70931634	114.2465701	C0079	18645.8908
22.73052926	114.2806588	C0080	22123.70046
22.72020559	114.2920284	C0081	23264.14611
22.69916025	114.2432151	C0082	18416.3573
22.7870271	114.3308735	C0083	28220.16516
22.71626246	114.2704209	C0084	21054.14155
22.73533826	114.2594777	C0085	19990.06802
22.70468225	114.234143	C0086	17420.09457
22.70289012	114.2364959	C0087	17681.59302
22.73310324	114.2772374	C0088	21789.15315
22.70049094	114.2406953	C0089	18141.05708
22.73198737	114.2326041	C0090	17213.61804
22.71811748	114.2480026	C0091	18750.97164
22.71823136	114.248542	C0092	18806.08698
22.73315615	114.2976629	C0093	23880.56657
22.7308492	114.2427673	C0094	18245.25888
22.71448951	114.2443288	C0095	18385.36211
22.74160353	114.2875816	C0096	22923.49746
22.72943188	114.2668519	C0097	20703.50242
22.729348	114.279054	C0098	21953.30595
22.69963949	114.1445579	C0099	8471.652801
22.73636566	114.2858926	C0100	22699.70445
22.74680488	114.2693444	C0101	21134.56579
22.72312465	114.2747366	C0102	21491.86723
22.75419616	114.284078	C0103	22751.41567
22.72852163	114.2297897	C0104	16901.93301
22.70933559	114.2612754	C0105	20150.81931
22.73393225	114.2489042	C0106	18896.76188
22.73393225	114.2489042	C0107	18896.76188
22.71142907	114.2635062	C0108	20365.82382
22.7001461	114.2400287	C0109	18078.0614
22.57170781	113.9054286	C0111	4586.174019
22.69916025	114.2432151	C0112	18416.3573
22.58012226	113.8844056	C0113	6780.388811
22.57806395	113.8930076	C0114	5974.636011
22.57091037	113.9009025	C0115	4838.934575
22.72726491	114.3009914	C0116	24193.50644
