22.54656818421685	114.05992984770002
22.5404030613	113.9345065627
22.6097534261	114.0296137641
22.8185283619	113.6884580992
23.0396613597	113.7592129867
23.1253685766	113.2640976427
23.1374566900	113.3250055990
22.9338986757	113.3843019552
23.0290538695	113.1130542596
22.8385106005	113.2496716694
23.1064679044	113.3244465713
23.1489625556	113.2577562332
23.2279382771	113.2371997833
23.2279777138	113.2894277573
22.7019299171	113.8180589676
22.7207736897	114.0652084351
22.7999999541	113.7941551208
