114	67997.3868	3
163	37926.5416	1
139	27953.0363	5
98	25085.6986	5
95	14868.4446	4
110	13556.1555	4
64	13327.9511	4
89	11349.0899	4
102	10957.5811	4
90	10427.7392	4
232	10210.6765	4
217	10187.7506	4
171	9495.8126	4
52	9065.9062	4
85	8549.9583	4
73	7054.4886	6
94	6824.2516	6
77	6510.0602	6
73	6105.2056	6
60	5207.8348	6
38	4268.3089	6
57	4236.5421	6
62	4182.3338	6
58	3836.0711	6
56	3562.2053	6
43	3039.9026	0
25	2923.8802	0
34	2755.8648	0
19	2274.9848	0
29	2148.7238	0
51	2127.005	0
33	1980.8566	0
67	1937.4291	0
23	1650.2348	0
55	1523.3223	0
24	1507.8397	0
26	1498.9031	0
17	1493.9265	0
26	1474.9462	0
64	1430.8899	0
40	1366.1619	0
31	1256.9036	0
24	1179.1445	0
22	1125.7637	0
33	1078.8887	0
33	1054.1406	0
28	1047.2994	0
20	956.449	0
28	876.885	0
32	860.6575	0
20	819.5817	0
25	812.4732	0
16	802.9929	0
56	801.945	0
18	768.431	0
19	759.2893	0
17	758.6399	0
15	741.186	0
28	716.1536	2
17	692.4968	2
27	680.1682	2
1	661.4701	2
1	638.8183	2
5	636.5533	2
20	631.8731	2
21	607.9601	2
48	585.3526	2
17	578.4185	2
16	577.3317	2
27	557.8477	2
10	544.8401	2
13	544.5673	2
34	537.6568	2
41	533.4239	2
20	526.7561	2
15	512.8802	2
1	498.2218	2
15	479.3786	2
12	466.0196	2
36	464.8392	2
19	463.2336	2
12	462.5524	2
58	456.8141	2
14	443.4528	2
16	438.3089	2
12	432.0017	2
42	430.3396	2
36	425.5539	2
34	419.474	2
15	409.9957	2
40	404.3689	2
34	401.2549	2
11	389.3617	2
11	388.9843	2
12	385.9114	2
1	371.5909	2
10	358.6164	2
13	355.7476	2
10	339.6894	2
1	325.9203	2
33	322.1326	2
15	318.7701	2
29	318.7701	2
16	317.5724	2
16	317.3112	2
10	316.9499	2
1	313.7988	2
12	310.1361	2
17	308.6912	2
18	308.3529	2
32	289.7356	2
17	287.4723	2
17	286.1964	2
22	284.9008	2
14	271.4754	2
14	263.7415	2
1	255.3604	2
11	246.9617	2
1	243.7428	2
8	243.0345	2
11	240.7228	2
22	239.112	2
10	239.0776	2
15	239.0776	2
19	236.2993	2
12	234.2849	2
42	233.9414	2
22	225.3733	2
11	225.2535	2
7	223.4477	2
13	219.9701	2
8	219.7008	2
10	218.2444	2
11	213.7231	2
25	213.5504	2
19	212.6327	2
14	200.0799	2
13	199.2313	2
20	199.2313	2
63	199.2313	2
9	197.6011	2
18	196.782	2
14	195.401	2
10	192.2122	2
1	191.2621	2
9	190.1459	2
