114	67997.3868
163	37926.5416
139	27953.0363
98	25085.6986
95	14868.4446
110	13556.1555
64	13327.9511
89	11349.0899
102	10957.5811
90	10427.7392
232	10210.6765
217	10187.7506
171	9495.8126
52	9065.9062
85	8549.9583
73	7054.4886
94	6824.2516
77	6510.0602
73	6105.2056
60	5207.8348
38	4268.3089
57	4236.5421
62	4182.3338
58	3836.0711
56	3562.2053
43	3039.9026
25	2923.8802
34	2755.8648
19	2274.9848
29	2148.7238
51	2127.005
33	1980.8566
67	1937.4291
23	1650.2348
55	1523.3223
24	1507.8397
26	1498.9031
17	1493.9265
26	1474.9462
64	1430.8899
40	1366.1619
31	1256.9036
24	1179.1445
22	1125.7637
33	1078.8887
33	1054.1406
28	1047.2994
20	956.449
28	876.885
32	860.6575
20	819.5817
25	812.4732
16	802.9929
56	801.945
18	768.431
19	759.2893
17	758.6399
15	741.186
28	716.1536
17	692.4968
27	680.1682
1	661.4701
1	638.8183
5	636.5533
20	631.8731
21	607.9601
48	585.3526
17	578.4185
16	577.3317
27	557.8477
10	544.8401
13	544.5673
34	537.6568
41	533.4239
20	526.7561
15	512.8802
1	498.2218
15	479.3786
12	466.0196
36	464.8392
19	463.2336
12	462.5524
58	456.8141
14	443.4528
16	438.3089
12	432.0017
42	430.3396
36	425.5539
34	419.474
15	409.9957
40	404.3689
34	401.2549
11	389.3617
11	388.9843
12	385.9114
1	371.5909
10	358.6164
13	355.7476
10	339.6894
1	325.9203
33	322.1326
15	318.7701
29	318.7701
16	317.5724
16	317.3112
10	316.9499
1	313.7988
12	310.1361
17	308.6912
18	308.3529
32	289.7356
17	287.4723
17	286.1964
22	284.9008
14	271.4754
14	263.7415
1	255.3604
11	246.9617
1	243.7428
8	243.0345
11	240.7228
22	239.112
10	239.0776
15	239.0776
19	236.2993
12	234.2849
42	233.9414
22	225.3733
11	225.2535
7	223.4477
13	219.9701
8	219.7008
10	218.2444
11	213.7231
25	213.5504
19	212.6327
14	200.0799
13	199.2313
20	199.2313
63	199.2313
9	197.6011
18	196.782
14	195.401
10	192.2122
1	191.2621
9	190.1459
8	188.7821
13	183.7939
26	183.2365
1	181.9852
11	181.2249
1	180.201
10	179.3082
1	179.3082
13	179.3082
13	174.7604
12	171.1987
23	171.1253
23	169.0116
10	168.3819
23	168.3546
9	159.3851
14	159.3851
9	157.4156
8	152.1497
1	151.7244
7	151.7204
21	151.5345
10	151.4158
7	151.4158
17	149.86
12	149.0707
22	148.8489
7	148.5654
9	147.3951
12	145.8889
20	145.195
10	142.0646
6	140.7584
7	139.4619
9	139.4619
8	139.4619
11	138.8561
1	135.7602
8	134.8147
12	134.5708
1	132.103
15	130.7752
9	127.508
12	126.9857
24	123.5234
30	120.3874
13	119.5388
7	119.5388
7	119.5388
8	119.5388
1	119.5388
7	119.5388
11	119.5388
9	119.5388
30	119.5388
9	115.9629
1	115.7718
8	115.646
10	115.5542
25	115.5408
18	114.8859
16	114.4205
6	112.9106
24	112.1376
9	111.5695
9	110.69
7	108.7365
8	106.4804
8	105.5926
12	105.5176
11	105.3559
9	104.1227
7	103.6003
17	103.0065
13	102.08
7	102.0617
23	101.608
18	99.6157
11	99.6157
9	99.6157
5	99.6157
8	99.6157
7	99.6157
15	99.6157
9	99.6157
19	99.6157
3	99.6157
4	97.0036
1	94.9628
5	94.8781
8	93.5386
1	93.2156
16	93.1884
18	92.9875
5	92.8451
7	92.144
14	91.5635
16	88.7475
9	88.1576
14	87.1681
1	86.2996
7	85.6695
1	84.414
15	84.0491
7	83.6772
13	83.6772
6	82.9086
6	82.3088
10	79.6925
7	79.6925
7	79.6925
8	79.6925
1	79.6925
1	79.6925
1	79.6925
9	79.6925
9	79.6925
5	79.6925
9	79.6925
7	79.6925
1	79.6925
5	79.6925
6	79.6925
1	79.6925
8	79.6925
8	79.6925
16	79.6925
6	79.6925
8	79.6925
6	79.6925
9	79.6925
9	79.6925
6	79.6925
10	79.6925
8	79.6925
6	79.6925
5	79.6925
8	79.6925
5	79.6925
11	79.6925
14	75.3616
5	73.2507
20	71.7233
17	70.9796
5	64.7502
8	64.292
13	61.7617
13	60.12
7	59.7694
7	59.7694
1	59.7694
7	59.7694
