22.56614225	113.9808368	78.16049414	5552.222033	1
22.68620526	113.9405252	80.13311182	12483.98076	2
22.57651183	113.957198	77.90338554	4642.261113	3
22.56484081	114.2445711	83.37781233	19069.23337	4
22.55888775	113.9507227	77.3367078	2645.353974	5
22.55899906	114.2413174	83.26719824	18678.16944	6
22.54900371	113.9722597	77.72214611	3993.358485	7
22.56277351	113.9565735	77.54031398	3364.936049	8
22.50001192	113.8956606	78.5170301	6007.703869	9
22.5437861	113.9239778	76.91578478	1144.864212	10
22.52486369	113.9308596	77.09320528	1768.031672	11
22.519087	113.9358436	77.265679	2374.212669	12
22.54797243	113.977909	77.87571275	4536.108211	13
22.50616871	113.9314284	77.68081945	3819.793485	14
22.49962566	113.9365145	77.88803775	4538.928455	15
22.54032142	113.9236456	76.90698278	1115.465577	16
22.52455419	113.9247319	77.1670712	2028.203794	17
22.4981901	113.8984817	78.50835486	5977.033508	18
22.54603946	113.9749684	77.78187674	4202.372068	19
22.49772892	113.9373377	77.95895149	4754.050588	20
22.49416247	113.927139	78.1027562	5197.113854	21
22.51592012	113.9356769	77.36497657	2725.031364	22
22.51578568	113.9420557	77.402527	2845.024385	23
22.54220963	114.0196493	77.80372535	4165.013823	24
22.54458961	113.9986601	78.39277825	6296.054162	25
22.49308313	113.9358391	78.12925995	5263.516296	26
22.52488949	113.9191429	77.25676801	2337.87247	27
22.54808582	113.9453119	76.98623145	1400.428802	28
22.56470734	113.9820093	78.16746689	5576.716345	29
22.58193448	114.1563953	79.64138297	10657.44028	30
22.54293611	114.1314072	78.67652278	7351.643458	31
22.52394954	113.9434416	77.17281047	2046.802274	32
22.55101305	113.9567446	77.31915536	2570.505142	33
22.5829933	114.1471227	79.38046383	9826.714731	34
22.54927013	114.1317447	78.68354698	7381.149964	35
22.52596134	113.9353993	77.04807022	1608.461624	36
22.7563793	114.0421356	81.27405005	16354.58727	37
22.64144071	114.4227421	88.93376594	38711.69605	38
22.71166007	114.0728836	80.06576713	12170.29843	39
22.60649323	114.1241536	79.24405828	9374.565303	40
22.66229971	114.0729969	78.6817419	7345.95003	41
22.63539828	114.2263772	82.1887975	19737.35857	42
22.73802844	114.264097	84.50245648	27968.67207	43
22.62558348	114.1549664	80.27328792	12986.42998	44
22.65265496	114.0272292	77.94298754	4776.706543	45
22.78892197	113.8966327	72.2215634	21591.11945	46
22.70103564	114.2442921	83.4555761	24255.11167	47
22.63154051	114.1214928	79.35175415	9736.747057	48
22.6417148	114.195533	81.52731877	17396.35674	49
22.68940336	114.3454188	86.08221252	33330.8263	50
22.63010042	114.0638327	77.77278132	4177.910945	51
22.66391673	114.0717177	78.70200255	7412.450925	52
22.750664	114.378843	87.74568535	39105.82552	53
22.72272561	114.0738016	80.40200809	13355.11448	54
22.64138032	114.2299818	82.37050655	20394.04364	55
22.77640754	114.3095878	86.30093406	34180.86964	56
22.58706534	113.9057614	78.28108143	5969.4128	57
22.6040497	114.0586138	77.46871929	3043.697961	58
22.6376364	114.0679162	78.0081071	5006.790326	59
22.65788521	114.0747723	78.60275918	7079.841712	60
22.61781817	114.1572608	80.20277111	12752.51894	61
