23.12505187,113.4261179,10430.90901,87.88011729,1
23.1328338,113.4343643,11194.03158,88.1272985,1
23.12908146,113.425454,10313.39689,87.84299249,1
23.15568967,113.4144292,9365.112131,87.56023743,1
23.12689122,113.4261471,10408.73438,87.87318788,1
23.13405701,113.401953,7877.119973,87.07593239,1
23.12689122,113.4261471,10408.73438,87.87318788,1
23.13146449,113.3995361,7650.056053,87.00508472,1
23.1243926,113.4262066,10449.86295,87.88604025,1
23.12922062,113.422686,10030.11645,87.7546273,1
23.12411148,113.4260987,10443.34333,87.88400292,1
23.20441423,113.3732346,8929.737902,87.40497551,1
23.16612927,113.3856429,6971.328917,86.79992727,1
23.12923272,113.4285739,10629.68918,87.94223457,1
23.13438526,113.3869839,6346.608091,86.59774889,1
23.18017757,113.3575718,5800.917381,86.42610158,1
23.16306207,113.3489867,3757.403234,85.79377599,1
23.17957517,113.3573318,5732.015858,86.40457038,1
23.14151184,113.3622198,3831.753207,85.81317025,1
23.17402066,113.3658252,5826.349913,86.43398201,1
23.12820124,113.4098039,8731.866946,87.34718147,1
23.17773454,113.3592463,5684.453514,86.38958621,1
23.17196247,113.3533515,4808.334919,86.11589336,1
23.14151184,113.3622198,3831.753207,85.81317025,1
23.17630829,113.3577083,5462.744373,86.32033618,1
23.11822805,113.3654361,4391.227685,85.99328781,1
23.1912179,113.3356676,6076.531013,86.51117481,1
23.1205956,113.3644074,4378.29088,85.98390309,1
23.1210796,113.3705992,4991.797167,86.17576092,1
23.1582894,113.3588341,4162.802909,85.91645556,1
23.1215785,113.3771234,5614.255036,86.36904436,1
23.12641073,113.3664706,4414.328317,85.99487274,1
23.1630241,113.3350317,3022.126285,85.5605252,1
23.12173317,113.3642769,4379.859475,85.98447762,1
23.11797902,113.3634212,4186.415753,85.93107495,1
23.21850801,113.38547,9870.44265,87.74514604,1
23.16659194,113.3382389,3510.859313,85.71354481,1
23.21664501,113.391511,10507.32801,87.94250529,1
23.12116497,113.4259499,10480.03486,87.89546874,1
23.16612927,113.3856429,6971.328917,86.79992727,1
23.11974432,113.4242469,10312.74074,87.84319061,1
23.2032568,113.371018,8698.136289,87.33260178,1
23.19488528,113.3482489,6813.521292,86.74184844,1
23.21719106,113.3842337,9761.797542,87.70383254,1
23.207743,113.3871093,10069.01894,87.79530597,1
23.16791901,113.333968,3509.005991,85.71328591,1
23.12054511,113.3786088,5756.052625,86.41333578,1
23.2066358,113.3301951,4794.509856,86.11189842,1
23.16389013,113.4163251,9788.313312,87.75384067,1
23.16825306,113.3381455,3678.488039,85.76206666,1
