22.73004117	114.2408795	C0001	18046.71098	81.72238157915162
22.72704287	114.2996199	C0002	24052.19481	83.39502518101762
22.70131065	114.2336007	C0003	17407.60136	81.52200548780814
22.73235925	114.2866672	C0004	22749.67822	83.02509682218177
22.71839144	114.2575495	C0005	19729.60049	82.1722859569802
22.75392493	114.3819253	C0006	32688.94505	85.93064358085006
22.72404221	114.2721836	C0007	21231.46843	82.59596649552469
22.71937803	114.2732478	C0008	21338.4349	82.6259932751058
22.73028254	114.2304955	C0009	16985.18326	81.44478300169939
22.7187968	114.267027	C0010	20701.03605	82.44657505007568
22.71611614	114.2474716	C0012	18701.49132	81.88385267830208
22.72986374	114.2939012	C0013	23477.0869	83.23235347735532
22.746174	114.285869	C0014	22805.73519	83.04325935691453
22.7333086	114.2943071	C0015	23537.95686	83.24980593863836
22.74551648	114.2744633	C0016	21636.12967	82.71194786415938
22.72282036	114.2654813	C0017	20542.2902	82.40167311529126
22.72492675	114.2731306	C0018	21330.41686	82.62414548323855
22.74551648	114.2744633	C0019	21636.12967	82.71194786415938
22.75335785	114.285655	C0020	22896.11803	83.07000316549205
22.72554895	114.2724564	C0021	21262.8511	82.60503422238241
22.73048185	114.2297108	C0022	16906.24773	81.42732367704423
22.75031119	114.2734629	C0023	21608.5852	82.70654729262476
22.73832325	114.2906521	C0024	23203.57026	83.15514322896234
22.72204702	114.2629243	C0025	20279.3219	82.32729141991487
22.72837483	114.2928568	C0026	23363.62232	83.1997641581065
22.73756811	114.2823889	C0027	22352.10691	82.9129703988255
22.73188624	114.3028398	C0028	24403.20773	83.4953026918609
22.74778137	114.2747219	C0029	21695.68358	82.73118343762374
22.73658843	114.2961774	C0030	23753.37199	83.31077769097725
22.74121631	114.2620083	C0031	20311.06209	82.33646912328604
22.70831192	114.2434107	C0032	18330.7722	81.77912634419437
22.73658843	114.2961774	C0033	23753.37199	83.31077769097725
22.73385612	114.2613534	C0035	20169.36712	82.2963559721574
22.73305308	114.3011875	C0036	24240.82266	83.44937138831436
22.732721	114.261045	C0037	20129.17887	82.28505715501854
22.73287891	114.2611436	C0038	20140.42371	82.28823780555108
22.73581545	114.2735094	C0040	21428.79203	82.65160058706553
22.73156241	114.2875823	C0041	22838.62318	83.05025528014032
22.7167929	114.2703179	C0042	21042.21595	82.54286015970605
22.72610429	114.2414213	C0043	18082.81109	81.7204755217581
22.70601576	114.2416887	C0044	18176.0778	81.73543834382002
22.70584501	114.2428698	C0045	18298.45747	81.77019277226248
22.71886556	114.2658133	C0047	20576.47247	82.4113417148693
22.73806842	114.2664469	C0048	20728.31682	82.45445725781096
22.73841361	114.2769492	C0049	21804.40279	82.75802340138063
22.69864675	114.2417616	C0050	18276.18406	81.76796219378028
22.719527	114.265143	C0051	20507.04706	82.39170444414883
22.72230496	114.2514128	C0053	19098.88597	81.99415573370679
22.71929156	114.2602181	C0054	20002.14524	82.24941377028503
22.73305324	114.2761711	C0055	21679.66285	82.72258548103723
