22.69339571	114.1474874	69	15258.19874
23.16213347	113.3362425	65.5	2974.741572
23.09705081	113.6581524	68	12149.66807
22.70528903	114.1403154	85	15552.71995
23.15263157	113.3319798	65	1831.856163
23.04490751	113.7884342	65.5	3046.386528
22.77759139	113.7516813	70	7919.746073
22.72103752	114.1790518	70.5	19703.71116
22.81230491	114.1729882	72	26898.87334
22.801073	113.7618106	66.5	7765.058741
23.05595171	113.871321	70.5	11612.94262
22.91692471	113.6433026	71.5	11879.10532
22.87739958	114.1275908	70	31411.16886
23.06483206	113.7971486	66.5	4785.284806
23.01025416	113.6817199	69	8578.069637
23.06159876	113.6626383	67.5	10177.87476
23.0416214	113.7119223	68.5	4843.907412
23.08542731	113.6936712	70	8417.859138
22.85522568	114.1534998	70	30107.45211
22.80544018	113.8238665	67.5	13955.11481
22.82232789	113.7424637	70	5551.195971
22.85094098	114.1669061	70	30290.44215
22.85030931	114.1708909	70	30420.80074
23.00567603	113.7076519	70	6490.306918
23.06209254	113.826673	68	7339.134081
22.84478414	113.6454694	69.5	5285.150973
22.85171477	113.6315449	67.5	6901.809386
22.86139706	113.8539976	72.5	17620.89499
22.81963599	113.8037291	65	11815.01424
22.79566135	114.1565339	70	24430.24893
22.80567514	113.7907865	67	10585.32378
23.00064852	113.6154402	67	15339.89593
22.78249643	113.7638949	66	8709.061634
23.01478583	113.6858529	68.5	8000.646877
22.78139716	113.7672628	66	9071.991273
23.05170834	113.8429711	69.5	8674.254902
22.99142805	113.7725018	67.5	5533.050731
23.07829135	113.7987384	69	5899.480559
23.06286454	113.7987584	66.5	4798.762883
23.0553869	113.7700911	65.5	2072.79171
22.80016347	114.0627615	70	21443.9222
23.04845541	113.5499061	75	21204.15964
22.82104527	113.8090357	65	12361.3617
22.7958979	113.7978335	68	11490.03536
23.06060865	113.7374003	66.5	3225.884942
23.01783954	113.8233686	69	6999.333059
23.05828484	113.8147964	67	6052.487793
22.96936454	113.8966138	69.5	16089.59564
23.01465206	113.7680676	65.5	2924.812288
22.99522565	113.8000233	71	6469.766282
23.05866525	113.8321688	68	7758.037625
22.98744806	113.725147	68	6772.263355
22.99313225	113.7323716	67	5857.848004
23.02871297	113.8045789	66	4799.246738
22.97417485	113.7345883	67.5	7705.599496
22.94132785	113.6767951	66	13706.85625
23.06167985	113.8102199	67	5764.637224
22.91452474	113.6760975	70	10749.17319
22.85615682	114.1539907	70	30222.54666
22.97994563	114.0020847	67	25729.02953
22.94362798	113.6756826	65.5	13679.79221
23.08043298	113.9678196	70	21818.71793
22.93224969	113.9403339	69	22054.60639
22.79339959	114.1608936	70	24461.20199
22.80018488	113.7826897	67	9871.709658
22.97892268	113.956267	70	21268.9707
22.83110817	113.7801718	69	9503.051522
22.72831758	114.1967043	72	21627.2265
22.78108249	114.0574014	70	19263.00947
22.79633118	114.0632326	70	21031.16843
22.82104527	113.8090357	65	12361.3617
23.04883737	113.8557656	70	9931.993856
22.81973576	113.8093302	65	12389.16394
22.92277014	113.6689502	66	11762.20693
22.8387028	113.7066879	68.5	2919.391313
23.03128773	113.8334312	67.5	7651.506027
22.99889137	113.6206429	66.5	14888.36361
22.7920915	114.1017881	70	21584.5593
22.96921119	113.7638371	71.5	7847.985708
22.76781337	114.0421691	70	17622.59926
23.05029788	113.7566159	65.5	1212.21274
22.8188764	113.6774155	65.5	1132.444338
22.88245435	114.0068175	75	30412.9352
22.7406896	114.1664449	70	20225.41698
22.96547337	114.1542792	75	41269.2867
22.69796842	114.1787142	68	18174.45128
22.96920507	114.1741551	75	42627.41094
23.03504106	113.8561107	69	9928.565205
23.02874532	113.8311519	67.5	7460.873286
23.10214598	113.8030771	69.5	8271.082915
23.0230261	113.8416605	68	8637.386676
22.84421485	114.1744379	70	30005.24336
23.06377156	113.834619	68.5	8167.777746
23.0284963	113.848423	68	9212.859242
22.84485611	114.1728089	70	29985.0199
23.02631551	113.8422567	67.5	8626.501173
22.81782912	113.7288782	72	4143.50003
22.91334578	113.6256759	75	12350.54688
23.10425851	113.8644239	72	12939.83579
22.80461472	113.7389577	72	5402.368965
23.06712166	113.711025	72	5799.300989
22.96894263	113.9857532	68	24484.02199
22.8249516	114.1473047	75	26801.35415
23.02986674	113.8069493	66	5004.754468
22.92463744	113.6632245	72	12078.69923
22.94434236	113.6771283	65.5	13525.43649
22.84443218	114.1749839	75	30053.9778
22.78108249	114.0574014	69	19263.00947
22.91789735	114.0148092	75	29461.27466
23.08248182	113.8756202	68.5	12826.05499
22.78849837	114.1091621	75	21485.4888
23.10904412	113.824964	72	10235.42862
22.88864948	113.6687951	75	8053.219893
22.82311516	113.682687	65.5	781.0144196
23.02147069	113.9767303	72	22350.75406
22.84158065	113.9837534	75	26203.60953
22.80193697	113.7215484	72	3860.999486
23.09996972	113.6603676	68	12133.64252
22.82065293	113.6793236	66	965.5572777
